txn_id,timestamp,txn_type,amount,source_account,dest_account,status,ip_address,device_id,label
TX691242,2025-07-05T13:25:49.697145,UPI,262566.69,AC021,AC049,Pending,192.168.57.111,mobile,normal
TX114784,2025-07-07T13:25:49.684939,UPI,1099541.73,AC010,AC029,Success,10.10.29.220,mobile,fraud
TX820194,2025-06-20T13:25:49.665692,CHEQUE,1121724.06,AC034,AC025,Failed,10.10.104.123,tablet,fraud
TX840044,2025-06-22T13:25:49.687136,CHEQUE,1951624.08,AC017,AC029,Pending,10.10.67.23,mobile,fraud
TX708717,2025-07-06T13:25:49.687685,CHEQUE,200710.89,AC047,AC031,Pending,192.168.38.173,tablet,normal
TX839650,2025-06-20T13:25:49.681698,UPI,1058281.21,AC033,AC047,Failed,10.10.19.91,tablet,fraud
TX836037,2025-06-28T13:25:49.668723,UPI,1954069.39,AC039,AC010,Success,10.10.189.183,tablet,fraud
TX324605,2025-07-15T13:25:49.690275,MANDATE,123475.09,AC019,AC001,Failed,192.168.253.213,tablet,normal
TX544929,2025-06-18T13:25:49.670024,CHEQUE,1770216.56,AC042,AC021,Failed,10.10.121.142,tablet,fraud
TX597677,2025-07-14T13:25:49.694329,MANDATE,43853.97,AC041,AC045,Success,192.168.186.48,mobile,normal
TX469854,2025-07-06T13:25:49.695045,MANDATE,388619.24,AC009,AC037,Success,192.168.221.209,mobile,normal
TX269530,2025-07-17T13:25:49.696101,MANDATE,16239.99,AC006,AC049,Success,192.168.126.175,mobile,normal
TX829466,2025-06-29T13:25:49.693140,CHEQUE,374131.63,AC007,AC027,Failed,192.168.63.67,tablet,normal
TX379354,2025-07-15T13:25:49.693264,NEFT,224569.86,AC011,AC001,Failed,192.168.16.9,tablet,normal
TX947150,2025-07-14T13:25:49.687320,CHEQUE,1690665.33,AC034,AC036,Failed,10.10.139.147,tablet,fraud
TX515995,2025-06-18T13:25:49.684337,CHEQUE,845481.96,AC050,AC045,Pending,10.10.68.152,mobile,fraud
TX588725,2025-06-28T13:25:49.686221,UPI,1007875.14,AC033,AC026,Pending,10.10.22.62,mobile,fraud
TX477305,2025-07-04T13:25:49.675083,CHEQUE,1978344.43,AC017,AC041,Success,10.10.79.43,tablet,fraud
TX209813,2025-07-02T13:25:49.678535,CHEQUE,1896574.88,AC046,AC049,Pending,10.10.217.20,mobile,fraud
TX174835,2025-07-01T13:25:49.703472,NEFT,165064.24,AC022,AC023,Success,192.168.26.244,mobile,normal
TX436037,2025-07-10T13:25:49.702108,CHEQUE,300099.69,AC027,AC050,Failed,192.168.39.99,mobile,normal
TX344033,2025-07-07T13:25:49.682726,UPI,1788587.77,AC038,AC034,Pending,10.10.28.92,mobile,fraud
TX751517,2025-06-30T13:25:49.692616,CHEQUE,264955.88,AC033,AC008,Pending,192.168.7.38,web,normal
TX438385,2025-06-21T13:25:49.689211,CHEQUE,140132.9,AC006,AC033,Failed,192.168.114.8,mobile,normal
TX719482,2025-07-06T13:25:49.698681,NEFT,37018.72,AC022,AC011,Pending,192.168.78.11,mobile,normal
TX677547,2025-06-25T13:25:49.683270,UPI,1180200.67,AC045,AC011,Failed,10.10.197.60,mobile,fraud
TX425128,2025-06-21T13:25:49.692379,UPI,267913.21,AC021,AC010,Pending,192.168.64.29,tablet,normal
TX656734,2025-07-08T13:25:49.703698,UPI,151496.94,AC027,AC038,Success,192.168.243.75,mobile,normal
TX800485,2025-06-28T13:25:49.692490,MANDATE,414734.5,AC048,AC025,Failed,192.168.53.251,tablet,normal
TX339046,2025-07-12T13:25:49.685453,UPI,1719249.81,AC026,AC039,Failed,10.10.16.196,mobile,fraud
TX866910,2025-06-30T13:25:49.687446,NEFT,12043.08,AC026,AC042,Pending,192.168.53.51,web,normal
TX103707,2025-07-09T13:25:49.669679,CHEQUE,1284821.64,AC040,AC050,Pending,10.10.85.122,tablet,fraud
TX709948,2025-07-18T13:25:49.675140,CHEQUE,1608916.64,AC043,AC047,Success,10.10.145.22,tablet,fraud
TX224106,2025-06-24T13:25:49.689303,CHEQUE,30293.03,AC038,AC009,Success,192.168.161.113,web,normal
TX307070,2025-07-03T13:25:49.701038,MANDATE,326995.74,AC050,AC015,Pending,192.168.84.97,tablet,normal
TX227992,2025-07-08T13:25:49.675672,CHEQUE,1576647.3,AC043,AC003,Success,10.10.234.94,tablet,fraud
TX771022,2025-07-12T13:25:49.669663,CHEQUE,1795108.9,AC007,AC039,Success,10.10.239.164,tablet,fraud
TX669150,2025-06-20T13:25:49.670346,CHEQUE,1943877.34,AC024,AC021,Success,10.10.145.224,mobile,fraud
TX388326,2025-07-04T13:25:49.701367,NEFT,300435.63,AC006,AC019,Pending,192.168.182.24,mobile,normal
TX344602,2025-06-23T13:25:49.693806,UPI,44800.74,AC036,AC044,Success,192.168.45.6,tablet,normal
TX864510,2025-06-28T13:25:49.696564,MANDATE,442918.08,AC026,AC026,Failed,192.168.22.83,tablet,normal
TX111639,2025-07-15T13:25:49.674847,UPI,1198594.8,AC049,AC031,Success,10.10.230.186,tablet,fraud
TX545138,2025-07-09T13:25:49.691335,UPI,158376.54,AC010,AC024,Success,192.168.181.73,mobile,normal
TX626498,2025-06-25T13:25:49.679892,UPI,1614958.07,AC048,AC049,Failed,10.10.174.15,tablet,fraud
TX937115,2025-06-24T13:25:49.686801,CHEQUE,1379057.0,AC023,AC023,Failed,10.10.174.82,mobile,fraud
TX874762,2025-07-09T13:25:49.701899,UPI,415748.23,AC043,AC011,Pending,192.168.210.72,mobile,normal
TX427469,2025-07-08T13:25:49.700712,NEFT,20040.64,AC035,AC019,Pending,192.168.196.57,web,normal
TX252697,2025-07-13T13:25:49.701492,NEFT,351250.9,AC026,AC023,Success,192.168.130.174,tablet,normal
TX612305,2025-06-22T13:25:49.675259,CHEQUE,1443519.03,AC029,AC039,Failed,10.10.76.160,tablet,fraud
TX527509,2025-07-10T13:25:49.692010,UPI,374835.2,AC013,AC026,Failed,192.168.95.179,web,normal
TX457671,2025-06-25T13:25:49.672358,UPI,1605903.77,AC030,AC013,Success,10.10.86.167,tablet,fraud
TX102748,2025-07-02T13:25:49.686600,UPI,1815150.07,AC004,AC005,Failed,10.10.178.63,mobile,fraud
TX701989,2025-06-29T13:25:49.674533,CHEQUE,1170123.48,AC003,AC002,Failed,10.10.121.116,tablet,fraud
TX208873,2025-07-13T13:25:49.697872,UPI,26828.73,AC026,AC025,Failed,192.168.91.180,mobile,normal
TX778990,2025-07-15T13:25:49.665869,CHEQUE,1781396.21,AC026,AC044,Failed,10.10.137.45,mobile,fraud
TX698960,2025-07-01T13:25:49.674450,CHEQUE,1132395.54,AC016,AC012,Pending,10.10.226.128,mobile,fraud
TX762025,2025-07-12T13:25:49.696943,CHEQUE,445636.51,AC044,AC046,Pending,192.168.84.37,mobile,normal
TX127988,2025-07-14T13:25:49.686143,CHEQUE,1846479.58,AC028,AC006,Success,10.10.53.112,mobile,fraud
TX939668,2025-06-20T13:25:49.685678,UPI,1570399.27,AC045,AC029,Failed,10.10.141.42,mobile,fraud
TX343778,2025-07-17T13:25:49.683789,CHEQUE,1305954.6,AC005,AC021,Pending,10.10.135.43,mobile,fraud
TX274926,2025-06-21T13:25:49.675166,UPI,905894.88,AC045,AC005,Success,10.10.111.193,tablet,fraud
TX229631,2025-07-04T13:25:49.670049,UPI,993486.03,AC009,AC006,Pending,10.10.240.137,tablet,fraud
TX633618,2025-06-25T13:25:49.681592,CHEQUE,1180297.16,AC033,AC013,Success,10.10.96.165,mobile,fraud
TX916906,2025-07-15T13:25:49.698019,NEFT,250631.19,AC029,AC038,Success,192.168.179.35,web,normal
TX356929,2025-07-13T13:25:49.664572,CHEQUE,1620662.82,AC024,AC031,Pending,10.10.180.151,mobile,fraud
TX126242,2025-07-15T13:25:49.676404,CHEQUE,1793441.78,AC018,AC034,Failed,10.10.121.95,tablet,fraud
TX752720,2025-07-11T13:25:49.693479,NEFT,425413.4,AC026,AC031,Failed,192.168.178.165,web,normal
TX664799,2025-07-15T13:25:49.703340,UPI,293500.03,AC032,AC021,Success,192.168.177.129,mobile,normal
TX167942,2025-07-16T13:25:49.688074,UPI,449607.78,AC039,AC004,Success,192.168.170.147,web,normal
TX876452,2025-06-19T13:25:49.703844,CHEQUE,202562.06,AC026,AC016,Pending,192.168.105.34,web,normal
TX257718,2025-07-10T13:25:49.697754,UPI,213377.99,AC014,AC031,Pending,192.168.114.221,mobile,normal
TX268997,2025-07-03T13:25:49.675656,UPI,1197006.46,AC037,AC001,Failed,10.10.50.143,tablet,fraud
TX204777,2025-07-18T13:25:49.672417,UPI,1873195.15,AC011,AC046,Failed,10.10.230.160,mobile,fraud
TX277229,2025-06-29T13:25:49.698431,CHEQUE,347011.48,AC001,AC019,Success,192.168.152.189,tablet,normal
TX552087,2025-06-28T13:25:49.686719,CHEQUE,1097548.47,AC005,AC046,Success,10.10.6.125,tablet,fraud
TX829334,2025-06-23T13:25:49.677149,UPI,1631842.08,AC035,AC004,Pending,10.10.181.242,mobile,fraud
TX717772,2025-07-13T13:25:49.674425,CHEQUE,1275380.28,AC018,AC003,Pending,10.10.65.240,tablet,fraud
TX675452,2025-07-18T13:25:49.675024,UPI,1007994.12,AC031,AC020,Success,10.10.228.156,mobile,fraud
TX359545,2025-07-04T13:25:49.677373,UPI,1403473.36,AC018,AC017,Failed,10.10.58.67,tablet,fraud
TX781172,2025-07-14T13:25:49.698421,CHEQUE,265221.46,AC021,AC035,Pending,192.168.58.101,mobile,normal
TX821232,2025-07-08T13:25:49.690830,UPI,234943.85,AC050,AC006,Pending,192.168.192.153,tablet,normal
TX915419,2025-07-06T13:25:49.699412,MANDATE,12719.47,AC032,AC045,Failed,192.168.94.19,web,normal
TX819046,2025-07-09T13:25:49.701148,UPI,70376.05,AC045,AC017,Success,192.168.229.146,tablet,normal
TX711838,2025-07-10T13:25:49.678888,UPI,1379559.04,AC024,AC050,Failed,10.10.179.227,mobile,fraud
TX872389,2025-06-19T13:25:49.666540,CHEQUE,1299277.67,AC026,AC041,Pending,10.10.253.171,tablet,fraud
TX233913,2025-07-13T13:25:49.698928,CHEQUE,379136.99,AC028,AC032,Success,192.168.108.243,tablet,normal
TX711706,2025-06-20T13:25:49.672019,UPI,1925505.4,AC019,AC043,Success,10.10.163.43,mobile,fraud
TX780868,2025-06-30T13:25:49.679112,CHEQUE,1210582.65,AC013,AC037,Pending,10.10.172.135,mobile,fraud
TX572001,2025-07-08T13:25:49.697822,UPI,100989.61,AC033,AC033,Success,192.168.178.30,mobile,normal
TX392602,2025-06-18T13:25:49.668996,CHEQUE,1390046.21,AC010,AC009,Success,10.10.254.94,mobile,fraud
TX484453,2025-07-05T13:25:49.698336,CHEQUE,122669.34,AC021,AC030,Failed,192.168.80.240,mobile,normal
TX631486,2025-07-07T13:25:49.700588,MANDATE,31374.3,AC025,AC018,Failed,192.168.125.251,web,normal
TX761265,2025-07-10T13:25:49.681632,UPI,1420707.84,AC042,AC046,Failed,10.10.245.43,tablet,fraud
TX138385,2025-06-29T13:25:49.676462,CHEQUE,928396.1,AC018,AC034,Failed,10.10.249.156,tablet,fraud
TX152322,2025-06-22T13:25:49.671376,UPI,815318.27,AC050,AC016,Pending,10.10.94.65,mobile,fraud
TX547198,2025-07-04T13:25:49.677748,UPI,1571179.61,AC043,AC030,Success,10.10.40.145,mobile,fraud
TX275223,2025-07-06T13:25:49.688136,CHEQUE,397553.44,AC006,AC026,Pending,192.168.169.126,tablet,normal
TX224832,2025-07-13T13:25:49.664642,CHEQUE,832569.51,AC002,AC016,Success,10.10.106.144,tablet,fraud
TX178970,2025-07-01T13:25:49.697672,NEFT,105355.87,AC013,AC001,Success,192.168.126.98,mobile,normal
TX701928,2025-07-12T13:25:49.675946,UPI,1408036.36,AC007,AC002,Pending,10.10.181.228,tablet,fraud
TX357406,2025-07-18T13:25:49.697681,CHEQUE,8596.84,AC006,AC029,Pending,192.168.155.155,web,normal
TX287407,2025-06-28T13:25:49.665534,UPI,1140806.78,AC039,AC002,Failed,10.10.125.127,tablet,fraud
TX592618,2025-06-19T13:25:49.674397,UPI,1436277.39,AC026,AC016,Failed,10.10.154.167,mobile,fraud
TX176481,2025-06-19T13:25:49.684656,CHEQUE,885289.58,AC035,AC011,Pending,10.10.101.207,tablet,fraud
TX522541,2025-06-18T13:25:49.695474,CHEQUE,54343.85,AC037,AC029,Success,192.168.229.178,mobile,normal
TX143567,2025-06-26T13:25:49.681493,CHEQUE,1465555.76,AC028,AC043,Success,10.10.238.51,tablet,fraud
TX516688,2025-07-03T13:25:49.685592,CHEQUE,1935388.25,AC038,AC006,Pending,10.10.108.221,tablet,fraud
TX964257,2025-07-07T13:25:49.694528,NEFT,410617.21,AC001,AC027,Success,192.168.126.70,tablet,normal
TX598950,2025-06-30T13:25:49.673957,CHEQUE,1308533.2,AC042,AC012,Failed,10.10.93.64,mobile,fraud
TX982839,2025-07-09T13:25:49.686608,CHEQUE,1717897.07,AC003,AC009,Success,10.10.197.6,tablet,fraud
TX761698,2025-07-05T13:25:49.677406,CHEQUE,1261192.25,AC036,AC006,Failed,10.10.195.154,tablet,fraud
TX349423,2025-07-14T13:25:49.680314,CHEQUE,1197527.2,AC037,AC028,Failed,10.10.60.8,mobile,fraud
TX946325,2025-06-24T13:25:49.679861,UPI,996934.93,AC028,AC023,Pending,10.10.157.189,mobile,fraud
TX417713,2025-06-20T13:25:49.694480,NEFT,23695.4,AC022,AC033,Failed,192.168.182.56,tablet,normal
TX928723,2025-07-08T13:25:49.675320,CHEQUE,1452668.95,AC032,AC045,Success,10.10.1.136,mobile,fraud
TX573597,2025-07-14T13:25:49.686002,CHEQUE,1231295.67,AC045,AC041,Pending,10.10.54.74,tablet,fraud
TX325681,2025-07-12T13:25:49.701452,CHEQUE,210139.29,AC012,AC040,Failed,192.168.135.195,mobile,normal
TX390535,2025-07-04T13:25:49.692231,UPI,142358.81,AC042,AC033,Failed,192.168.69.150,tablet,normal
TX612413,2025-07-10T13:25:49.677063,CHEQUE,1369794.24,AC038,AC047,Pending,10.10.231.220,tablet,fraud
TX662230,2025-06-21T13:25:49.670225,UPI,1379819.49,AC014,AC010,Success,10.10.107.66,tablet,fraud
TX934551,2025-06-27T13:25:49.666194,CHEQUE,1764363.29,AC010,AC026,Pending,10.10.208.54,mobile,fraud
TX288045,2025-06-27T13:25:49.682951,CHEQUE,1309164.71,AC031,AC018,Pending,10.10.235.187,mobile,fraud
TX548254,2025-06-20T13:25:49.690516,CHEQUE,302256.68,AC045,AC049,Pending,192.168.49.147,mobile,normal
TX983320,2025-06-26T13:25:49.678774,CHEQUE,1835547.02,AC032,AC025,Success,10.10.156.183,mobile,fraud
TX408487,2025-07-13T13:25:49.674122,CHEQUE,1683751.92,AC023,AC012,Failed,10.10.128.171,mobile,fraud
TX223251,2025-07-16T13:25:49.699271,NEFT,67362.57,AC004,AC002,Success,192.168.59.174,tablet,normal
TX323481,2025-06-25T13:25:49.683106,UPI,1066964.79,AC012,AC041,Success,10.10.198.30,mobile,fraud
TX768636,2025-07-11T13:25:49.676350,UPI,1544461.43,AC030,AC012,Failed,10.10.7.226,tablet,fraud
TX693310,2025-07-13T13:25:49.680069,UPI,1531778.69,AC008,AC025,Failed,10.10.62.80,tablet,fraud
TX506324,2025-06-18T13:25:49.664691,UPI,898596.91,AC028,AC037,Failed,10.10.155.115,mobile,fraud
TX892652,2025-06-26T13:25:49.677609,CHEQUE,920063.77,AC035,AC027,Success,10.10.11.102,tablet,fraud
TX189624,2025-07-17T13:25:49.700127,CHEQUE,72311.46,AC024,AC045,Pending,192.168.235.13,mobile,normal
TX165662,2025-07-03T13:25:49.684642,CHEQUE,1197702.44,AC032,AC037,Failed,10.10.48.115,tablet,fraud
TX234720,2025-06-18T13:25:49.695320,UPI,36181.81,AC005,AC033,Pending,192.168.231.237,mobile,normal
TX144239,2025-07-08T13:25:49.700617,MANDATE,180362.05,AC021,AC041,Failed,192.168.50.83,tablet,normal
TX764012,2025-06-21T13:25:49.674620,UPI,1449912.18,AC036,AC013,Pending,10.10.99.177,tablet,fraud
TX827214,2025-07-01T13:25:49.684066,CHEQUE,1934265.43,AC009,AC020,Pending,10.10.40.64,tablet,fraud
TX785564,2025-06-24T13:25:49.685287,CHEQUE,1074539.84,AC046,AC018,Failed,10.10.88.204,tablet,fraud
TX642606,2025-06-30T13:25:49.681008,UPI,1617441.45,AC005,AC036,Success,10.10.93.148,tablet,fraud
TX821184,2025-06-21T13:25:49.698378,MANDATE,452911.84,AC008,AC050,Failed,192.168.37.231,tablet,normal
TX351013,2025-06-26T13:25:49.669404,UPI,1908851.45,AC004,AC002,Failed,10.10.232.1,mobile,fraud
TX987442,2025-07-04T13:25:49.690086,CHEQUE,391767.76,AC009,AC016,Success,192.168.82.119,tablet,normal
TX584448,2025-07-01T13:25:49.702121,NEFT,31345.05,AC005,AC043,Success,192.168.46.23,mobile,normal
TX927110,2025-06-19T13:25:49.674258,CHEQUE,1451482.03,AC026,AC006,Failed,10.10.222.248,mobile,fraud
TX449149,2025-06-21T13:25:49.685086,UPI,1588493.5,AC037,AC002,Pending,10.10.175.108,tablet,fraud
TX860099,2025-06-30T13:25:49.665489,UPI,934530.21,AC006,AC047,Success,10.10.91.31,mobile,fraud
TX562498,2025-07-07T13:25:49.670543,UPI,1448863.41,AC038,AC036,Failed,10.10.125.67,tablet,fraud
TX454811,2025-07-16T13:25:49.702447,MANDATE,42395.91,AC048,AC037,Success,192.168.159.183,mobile,normal
TX244625,2025-07-06T13:25:49.694181,MANDATE,30553.85,AC030,AC002,Failed,192.168.114.126,web,normal
TX410032,2025-07-06T13:25:49.679162,UPI,1585396.95,AC025,AC037,Failed,10.10.136.58,mobile,fraud
TX392684,2025-07-02T13:25:49.699370,MANDATE,309908.49,AC022,AC009,Failed,192.168.239.243,web,normal
TX298949,2025-06-22T13:25:49.665440,CHEQUE,1501647.63,AC050,AC029,Failed,10.10.46.199,mobile,fraud
TX404560,2025-07-04T13:25:49.695186,UPI,312707.77,AC010,AC008,Failed,192.168.144.107,mobile,normal
TX889697,2025-06-23T13:25:49.701245,UPI,490792.93,AC033,AC001,Success,192.168.61.59,mobile,normal
TX149849,2025-07-05T13:25:49.695243,CHEQUE,467525.34,AC041,AC049,Success,192.168.85.98,tablet,normal
